id,period,publication_date,prior_target,advance,scope,resistance,difficulty_score,category,framing_year,solution_year,age_decades,provisional,description,anchor_claim,prior_rationale,advance_rationale,scope_rationale,resistance_rationale,age_rationale,coding_confidence,challenge_policy_version,challenge_audit_status
1882,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"The variety generated by all semirings of order three is nonfinitely based. The primary source directly reports this AI involvement: The acknowledgements say GPT was used for some calculations supporting the nonfinite-basis theorem. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. Determine whether the acknowledged AI work materially contributed beyond checking, exploration, implementation, or exposition. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: We prove that the variety generated by all semirings of order three is nonfinitely based, where addition is not required to be commutative and the signature has no constants. The same conclusion holds for the variety generated by all additively idempotent semirings of order three. We establish these conclusions by excluding a uniform bound on the number of variables in an identity basis. Our proof uses identities associated with anchored odd cycles. Three small commutative test semirings isolate a polynomial equivalence class consisting of exactly two polynomials. For a cycle of length $n$, every first nontrivial deduction between them requires an identity with at least $n+1$ variables, even under polynomial substitutions. A retraction followed by a band quotient transfers absorption identities to arbitrary addition and identifies the ai-subvariety of the full joint variety with the joint variety of the ai-generators. Validity of the cycle identities follows from a structural analysis of chain and flat addition. An elementary sixth-power lemma for semigroups of order at most three supplies the retraction.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1883,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"Improved Bounds for the Bilu--Linial Conjecture via Spectral Recovery from Mixed Determinantal Polynomials. The primary source directly reports this AI involvement: The disclosure says GPT supplied the crucial idea, a K8 example, and technical development for the improved Bilu–Linial bounds. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: The Bilu--Linial conjecture asks whether every finite $d$-regular graph with $d \geq 2$ admits an edge signing $σ$ whose signed adjacency matrix $A_σ$ has spectral radius at most $2\sqrt{d-1}$. We prove that every signing meeting the mixed-root condition $r_{A_σ}\leq\sqrt{2(d-1)}$ satisfies \[ ρ(A_σ) < \frac{3+\sqrt5}{2}\sqrt{d-1}, \] where $r_{A_σ}$ is the largest root of the mixed determinantal polynomial $χ[A_σ,-A_σ]$. The interlacing theorem of Ravichandran and Srivastava guarantees a signing satisfying the mixed-root condition, so our result improves the coefficient $2\sqrt2$ in their two-sided spectral bound. In the proof, we construct a positive matrix-valued probability measure supported on the roots of $χ[A_σ,-A_σ]$. The second moment gives a simple matrix inequality $A_σ^2 + dI \preceq 4r_{A_σ}^2I$, which yields a preliminary coefficient $\sqrt{7}$. Estimates for the fourth moment use information about short walks to obtain the coefficient $(3+\sqrt{5})/2$. With more graph structural assumptions, the coefficient improves to $\sqrt6$ for triangle-free graphs and to $\sqrt{(5+3\sqrt5)/2}$ for graphs of girth at least five. As a result of independent interest, we extend the construction to $χ[A_1,\ldots,A_k]$ for Hermitian matrices $A_1,\ldots,A_k$ with zero diagonal, and compute the first two moments explicitly. Finally, an explicit signing of $K_8$ shows that the mixed-root condition alone cannot guarantee a coefficient below $(4+\sqrt5)/\sqrt6$.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1884,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"The stable Bernstein theorem in $\mathbb{R}^{7}$. The primary source directly reports this AI involvement: The AI statement reports substantial AI generation of the proof of the stable Bernstein theorem in dimension seven. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: We give a Green-function proof of the stable Bernstein theorem in $\mathbb R^7$ for smooth, connected, complete, two-sided minimal hypersurface, thus resolving the last case in stable Bernstein problem.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1885,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"Direct Generation of a Somos-4 Sequence from an Algebraic Generating Function. The primary source directly reports this AI involvement: AI-assisted workflows drafted and tested PARI/GP scripts used to verify identities, formulas, and computations underlying the paper; the author retained responsibility for all statements and formulas. Further checking: Independently verify the source-reported bounded claim and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. Specifically resolve the correctness, novelty, attribution, and materiality questions raised by this source-reported role: AI-assisted workflows drafted and tested PARI/GP scripts used to verify identities, formulas, and computations underlying the paper; the author retained responsibility for all statements and formulas. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: Let G ⁡ ( z ) = ∑ n ≥ 0 g n ​ z n G(z)=\sum_{n\geq 0}g_{n}z^{n} be a formal power series, and let H n = det ( g i + j ) 0 ≤ i , j ≤ n − 1 , H 0 = 1 . H_{n}=\det(g_{i+j})_{0\leq i,j\leq n-1},\qquad H_{0}=1. We consider the five-parameter family in which H 1 = λ , H 2 = m , H 3 = r , H 4 = η , H_{1}=\lambda,\qquad H_{2}=m,\qquad H_{3}=r,\qquad H_{4}=\eta, and the Hankel sequence satisfies the Somos–4 recurrence H n + 4 ​ H n = H n + 3 ​ H n + 1 + τ ​ H n + 2 2 . H_{n+4}H_{n}=H_{n+3}H_{n+1}+\tau H_{n+2}^{2}. We construct a quadratic algebraic generating function whose coefficient sequence has these initial Hankel determinants and whose Hankel transform lies in the family A ⁡ ( 1 , τ ) A(1,\tau) . The construction begins with a Stieltjes continued fraction, passes to a normalized form, and determines the coefficients by a paired-Hankel reconstruction. The resulting algebraic equation is then obtained by eliminating the continued-fraction tail. The two algebraic branches coalesce at the origin, and the desired branch is selected by the initial conditions. The essential point is that the construction removes this ambiguity by prescribing, in addition to the ordinary Hankel transform, a companion Hankel sequence obtained from the same Somos–4 orbit by a two-step shift.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1886,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"Optimal entanglement-assisted source coding under a balanced-difference promise. The primary source directly reports this AI involvement: The disclosure credits Codex with mathematical exploration, proof refinement, and Lean formalization for the source-coding optimum. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: Entanglement can reduce the communication required for coding tasks, but establishing the minimum achievable cost is essential to understanding its limits. We address this question in a zero-error source-coding task where Alice receives a word and Bob knows an unordered pair of candidates containing it. Alice does not know the pair and must enable Bob to identify her word without error using shared entanglement and one classical message. The candidates satisfy a balanced-difference promise: for words in $\mathbb{Z}_q^n$ with $n=q\ell$, each residue modulo $q$ occurs exactly $\ell$ times in their coordinatewise difference. For all integers $q\geq2$ and $\ell\geq1$, we prove that the task requires exactly $n$ messages when $(q-1)\ell$ is even and two messages when it is odd. These minima allow arbitrary finite-dimensional shared states independent of the inputs and arbitrary local measurements. In even parity, this establishes optimality of an existing entanglement-assisted protocol. In odd parity, an explicit deterministic protocol achieves the optimum of one bit without entanglement. Our proof combines Fourier analysis with a combinatorial counting argument to determine the smallest eigenvalue of the associated graphs. In even parity, this resolves the spectral assertion of Cao et al.'s Conjecture 6.3 for balanced cyclic generalized Hadamard graphs. …",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1887,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"The Strong Naor--Schechtman Convolution Inequality on the Product of Cyclic Groups. The primary source directly reports this AI involvement: The AI statement says GPT refined mathematical arguments for the strong convolution inequality, without a complete claim-level allocation. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. Determine whether the acknowledged AI work materially contributed beyond checking, exploration, implementation, or exposition. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: In this paper, we use martingale methods to resolve the convolution inequality problem posed by Naor and Schechtman in \cite[Question 6.1]{N-S2016} (see also \cite{Na2016}). More precisely, we establish the following strong convolution inequality on products of finite cyclic groups. For each $1<p<\infty$ and every $n$, $m\in \mathbb{N}$ we have \[ \begin{split} &\sum_{\varepsilon\in \{-1,1\}^{n}}\sum_{x\in \Z}\left|E_{\{1,\cdots,n\}}f(x+\varepsilon)-E_{\{1,\cdots,n\}}f(x-\varepsilon)\right|^{p}\\ \leq& (p^{*}-1)^{p}\sum_{\varepsilon\in \{-1,1\}^{n}}\sum_{x\in \Z}\left|\varepsilon_{j}\left[E_{\{1,\cdots,n\}\setminus\{j\}}f(x+e_{j})-E_{\{1,\cdots,n\}\setminus\{j\}}f(x-e_{j})\right]\right|^{p}, \end{split} \] where $p^{*}=\max\{p,p/(p-1)\}$ and $E_{A}f(x)=\frac{1}{2^{n}}\sum_{δ\in \{-1,1\}^{n}}f\left(x+\sum_{j\in A}δ_{j}e_{j}\right)$ for every $A\subseteq \{1,\cdots,n\}$.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1888,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"Strict comparison and selflessness. The primary source directly reports this AI involvement: The acknowledgements credit GPT-5.6/6 with crucial ideas and with removing exactness and tracial-stability assumptions. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: It is shown that an infinite dimensional, simple, unital, monotracial C*-algebra with strict comparison with respect to its trace is selfless.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1889,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"A septic covariant and the Hermite--Joubert problem in degree seven. The primary source directly reports this AI involvement: The AI statement says ChatGPT and Claude joined the search that produced the septic covariant Q_f and the auxiliary polynomial. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: We prove the degree-seven case of the Hermite--Joubert problem in characteristic zero: if $F$ is a field of characteristic zero and $E/F$ is a field extension of degree seven, then $E$ is generated by an element $a$ with $\text{tr}_{E/F}(a)=\text{tr}_{E/F}(a^{3})=0$, that is, with minimal polynomial of the form $λ^{7}+c_{2}λ^{5}+c_{4}λ^{3}+c_{5}λ^{2}+c_{6}λ+c_{7}$, where the $c_i$'s belong to $F$. This is given by an explicit formula: a covariant of the binary septic of coefficient degree seven and order five, evaluated at a generator $θ$ and divided by the derivative of its minimal polynomial evaluated at $θ$. We also announce the general theorem, which will be proved in a companion paper in preparation: over every infinite field, in every characteristic, every étale algebra of degree seven contains a primitive element $a$ with $c_{1}(a)=c_{3}(a)=0$. Moreover, every field extension of degree seven of an arbitrary field has a generator $a$ with $c_{1}(a)=c_{3}(a)=0$.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1890,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"The Dax isomorphism for topological $4$-manifolds. The primary source directly reports this AI involvement: AI tools translated a French source into English; the authors say techniques learned from that translation were used in the proof of Proposition 2.6 with attribution, and that no other AI tools were used. Further checking: Independently verify the source-reported bounded claim and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. Specifically resolve the correctness, novelty, attribution, and materiality questions raised by this source-reported role: AI tools translated a French source into English; the authors say techniques learned from that translation were used in the proof of Proposition 2.6 with attribution, and that no other AI tools were used. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: Let X X be an oriented topological 4 4 -manifold with boundary. We establish a Dax isomorphism for the fundamental group of the space of embedded arcs in X X . Here, the embedding space can be either the simplicial set of locally flat embeddings or the space of topological embeddings endowed with the compact-open topology. When X X is smooth, we show that the space of smooth arcs and topological arcs have canonically isomorphic fundamental groups, and the topological Dax isomorphism agrees with the smooth Dax isomorphism. As a consequence, the homomorphisms that arise in the smooth Dax isomorphism do not depend on the smooth structure.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1891,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"Revisiting Proximal Bundle Methods: Improved Rates under H{ö}lder Smoothness. The primary source directly reports this AI involvement: The disclosure says AI improved intermediate derivations and proof arguments after the initial draft. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. Determine whether the acknowledged AI work materially contributed beyond checking, exploration, implementation, or exposition. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: Proximal bundle methods (PBMs) are classical algorithms for nonsmooth convex optimization. Existing analyses of the classical PBM couple the null steps with the descent test. This coupling obscures how the bundle updates approximate the proximal subproblem. In this work, we consider composite objectives $F=f+h$ and view each null-step cycle as an inner bundle subroutine, called $\mathtt{ProxBundle}$. We analyze $\mathtt{ProxBundle}$ independently of any stopping criterion under general bundle model conditions and show that it automatically adapts to H{ö}lder smoothness. Combining this inner-loop analysis with the descent-step analysis yields sharper complexity bounds for the classical PBM. For any fixed proximal parameter, its overall complexity is $\mathcal O\big(ε^{-\frac{3-ν}{1+ν}}\big)$ for $ν\in[0,1)$ and $\mathcal O(ε^{-1})$ for $ν=1$, where $ν$ is the H{ö}lder smoothness exponent. Choosing the proximal parameter proportional to $ε$ improves the rate to $\mathcal O\big(ε^{-\frac{2}{1+ν}}\big)$ for $ν\in [0,1)$. These are the first guarantees under Hölder smoothness with $ν\in(0,1)$ for the classical descent test. We further introduce an absolute model-error test. The resulting PBM variant admits a clean inexact proximal-point analysis, and for any fixed proximal parameter, achieves the same complexity $\mathcal O\big(ε^{-\frac{2}{1+ν}}\big)$. …",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1892,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"The Robust Ten Martini Problem. The primary source directly reports this AI involvement: The AI-use disclosure says ChatGPT 5.6 Sol/Astra stress-tested arguments and identified missing edge cases or points needing clarification during the final revision; the main proofs predated that use. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. Determine whether the acknowledged AI work materially contributed beyond checking, exploration, implementation, or exposition. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.",The paper reports: We solve the robust ten martini problem: Cantor spectrum with no arithmetic restriction on the irrational frequency for Type I analytic one-frequency quasiperiodic Schrodinger operators. We introduce Type I through a new acceleration-type quantity with stability under analytic perturbations. This yields a global open class of analytic potentials whose associated operators have Cantor spectrum for every irrational frequency.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1893,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"Metrics with positive Ricci eigenvalue sums on $\mathbb{T}^k\times \mathbb{S}^m$. The primary source directly reports this AI involvement: The AI statement says ChatGPT generated the principal counterexamples for positive Ricci-eigenvalue sums. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: We construct metrics with $k$-positive Ricci curvature on $\mathbb{T}^k\times \mathbb{S}^m$, for $k,m\geq2$, arbitrarily close to the standard flat-round product in the smooth topology. The two-torus case disproves Wolfson's conjecture that every closed manifold with two-positive Ricci curvature has virtually free fundamental group. We also establish a local obstruction to two-positive Ricci curvature near closed backgrounds carrying three orthonormal parallel one-forms.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1894,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"Sharp iterated-Logarithmic thresholds for quantitative measure and orbit equivalence between integer lattices. The primary source directly reports this AI involvement: The acknowledgement says the proof strategy for Theorem 1.3 was developed partly with ChatGPT. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: We identify the sharp iterated-logarithmic thresholds at the critical exponent for quantitative measure equivalence and orbit equivalence between integer lattices. To be more precise, let $n>m$ be two positive integers, $α$ be a positive number and $( β_j)_{j \geqslant 1}$ be a finitely supported sequence of non-negative numbers. We show that there is a quantitatively $t^α\cdot \prod_{j \geqslant 1} ( \log^{(j)}{t} )^{-β_j} $-integrable measure equivalence from $\mathbb{Z}^n$ to $\mathbb{Z}^m$ if and only if either $α<m/n$ or $α=m/n$ and there is $j_* \geqslant 1$ such that $β_j= 1$ for all $1 \leqslant j < j_*$ and $β_{j_*} > 1$. Here $\log^{(j)}$ is the $j$-fold iterated logarithm. The same characterization holds for quantitative orbit equivalence. This characterization greatly strengthens the previous best-known result, due to the work of Delabie, Koivisto, Le Maître and Tessera (2022) and the work of Correia (2025), which asserts that there is a $t^α$-integrable ($α>0$) measure equivalence (or orbit equivalence) from $\mathbb{Z}^n$ to $\mathbb{Z}^m$ if and only if $α<m/n$. In particular, our result solves, in much stronger forms, two open problems posed respectively by Delabie, Koivisto, Le Maître and Tessera, and by Naryshkin and Petrakos.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1895,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"An $L^p$-Variational Formula on Wiener Space. The primary source directly reports this AI involvement: The acknowledgements say ChatGPT refined arguments in the Wiener-space applications. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. Determine whether the acknowledged AI work materially contributed beyond checking, exploration, implementation, or exposition. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: We establish a stochastic control representation for $L^p$-norms on Wiener space. For every $p\ge1$ and every non-negative universally measurable functional $\varphi$, we show that $$\|\varphi(W)\|_p = \sup_a \mathbb{E}\Big[ e^{-\frac12\int_0^T\|a_t\|^2\,dt} \varphi\Big( W+\sqrt{p-1}\int_0^\cdot a_t\,dt \Big) \Big],$$ where $W$ is a $d$-dimensional Brownian motion and the supremum is taken over all progressively measurable controls $a$ satisfying $\int_0^T\|a_t\|^2\,dt<\infty$ almost surely. This identity can be viewed as a multiplicative $L^p$-analogue of the Boué--Dupuis variational formula. We also provide an extension to strong solutions of stochastic differential equations with path-dependent coefficients. Building on the variational formula, we discuss finite-$p$ estimates for small-noise limits of stochastic differential equations with path-dependent coefficients. These include quantitative Freidlin-Wentzell bounds, a functional Gaussian approximation and concentration estimates, and moderate-deviation bounds. Moreover, we discuss consequences for functionals determined up to a stopping time, obtaining in particular probability bounds that identify the sharp exponential decay rate after optimization over controls. The proof of the variational formula combines probabilistic arguments with convex duality methods, viscosity theory for Hamilton-Jacobi-Bellman equations, and a dynamic programming principle.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
1896,2026-09,2026-09-15,0,0,0,0,0,incomplete,,2026,,1,"Neither simpliciality nor mutation connectivity: conjectures of Las Vergnas and Cordovil-Las Vergnas fail. The primary source directly reports this AI involvement: The AI statement credits ChatGPT with the parallel-connection construction and weak-map-fiber argument used to refute the conjectures. Further checking: Independently verify the stated theorem, counterexample, construction, classification, or bound and its novelty/priority; confirm source-statement-to-proof, computation, or certificate correspondence and the retained claim-level AI contribution. Missing at the cutoff are independent specialist review, an independent end-to-end replay, and a complete human/model allocation. This source-attributed record remains provisional=1 with conservative confidence; taxonomy reviewStatus unreviewed; no Superhuman override is assigned; no artifact was executed, and no source-reported program, proof artifact, certificate, macro, formal development, or computation was independently replayed.","The paper reports: We construct a simple rank-$7$ oriented matroid on $24$ elements with no simplicial tope, disproving the Las Vergnas simplex conjecture from 1980. We then show that the mutation graph on uniform oriented matroids is disconnected for infinitely many values of rank $r$ and ground-set size $n$, disproving the Cordovil--Las Vergnas conjecture from 1988.",This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,This refresh has not adjudicated this challenge-history component; unknown is not a score of zero.,No elapsed-time override is assigned in this refresh.,low,1.1.0,incomplete_unknown_inputs
